ClinicID,ClinicName,WeekStart,TotalScheduled,Year,Month,lag_1w,lag_2w,lag_4w,rolling_mean_4w,Month_Sin,Month_Cos,Is_Flu_Season,Is_Holiday_Week
1,Nexora Care - Riverside,2025-05-05,317,2025,5,266.0,325.0,295.0,295.5,0.49999999999999994,-0.8660254037844387,0,0
1,Nexora Care - Riverside,2025-05-12,268,2025,5,317.0,266.0,296.0,301.0,0.49999999999999994,-0.8660254037844387,0,0
1,Nexora Care - Riverside,2025-05-19,305,2025,5,268.0,317.0,325.0,294.0,0.49999999999999994,-0.8660254037844387,0,0
1,Nexora Care - Riverside,2025-05-26,249,2025,5,305.0,268.0,266.0,289.0,0.49999999999999994,-0.8660254037844387,0,0
1,Nexora Care - Riverside,2025-06-02,217,2025,6,249.0,305.0,317.0,284.75,1.2246467991473532e-16,-1.0,0,0
1,Nexora Care - Riverside,2025-06-09,236,2025,6,217.0,249.0,268.0,259.75,1.2246467991473532e-16,-1.0,0,0
1,Nexora Care - Riverside,2025-06-16,231,2025,6,236.0,217.0,305.0,251.75,1.2246467991473532e-16,-1.0,0,0
1,Nexora Care - Riverside,2025-06-23,273,2025,6,231.0,236.0,249.0,233.25,1.2246467991473532e-16,-1.0,0,0
1,Nexora Care - Riverside,2025-06-30,265,2025,6,273.0,231.0,217.0,239.25,1.2246467991473532e-16,-1.0,0,0
1,Nexora Care - Riverside,2025-07-07,254,2025,7,265.0,273.0,236.0,251.25,-0.4999999999999997,-0.8660254037844388,0,0
1,Nexora Care - Riverside,2025-07-14,256,2025,7,254.0,265.0,231.0,255.75,-0.4999999999999997,-0.8660254037844388,0,0
1,Nexora Care - Riverside,2025-07-21,232,2025,7,256.0,254.0,273.0,262.0,-0.4999999999999997,-0.8660254037844388,0,0
1,Nexora Care - Riverside,2025-07-28,252,2025,7,232.0,256.0,265.0,251.75,-0.4999999999999997,-0.8660254037844388,0,0
1,Nexora Care - Riverside,2025-08-04,282,2025,8,252.0,232.0,254.0,248.5,-0.8660254037844385,-0.5000000000000004,0,0
1,Nexora Care - Riverside,2025-08-11,274,2025,8,282.0,252.0,256.0,255.5,-0.8660254037844385,-0.5000000000000004,0,0
1,Nexora Care - Riverside,2025-08-18,275,2025,8,274.0,282.0,232.0,260.0,-0.8660254037844385,-0.5000000000000004,0,0
1,Nexora Care - Riverside,2025-08-25,296,2025,8,275.0,274.0,252.0,270.75,-0.8660254037844385,-0.5000000000000004,0,0
1,Nexora Care - Riverside,2025-09-01,262,2025,9,296.0,275.0,282.0,281.75,-1.0,-1.8369701987210297e-16,0,0
1,Nexora Care - Riverside,2025-09-08,285,2025,9,262.0,296.0,274.0,276.75,-1.0,-1.8369701987210297e-16,0,0
1,Nexora Care - Riverside,2025-09-15,260,2025,9,285.0,262.0,275.0,279.5,-1.0,-1.8369701987210297e-16,0,0
1,Nexora Care - Riverside,2025-09-22,259,2025,9,260.0,285.0,296.0,275.75,-1.0,-1.8369701987210297e-16,0,0
1,Nexora Care - Riverside,2025-09-29,251,2025,9,259.0,260.0,262.0,266.5,-1.0,-1.8369701987210297e-16,0,0
1,Nexora Care - Riverside,2025-10-06,229,2025,10,251.0,259.0,285.0,263.75,-0.8660254037844386,0.5000000000000001,1,0
1,Nexora Care - Riverside,2025-10-13,260,2025,10,229.0,251.0,260.0,249.75,-0.8660254037844386,0.5000000000000001,1,0
1,Nexora Care - Riverside,2025-10-20,284,2025,10,260.0,229.0,259.0,249.75,-0.8660254037844386,0.5000000000000001,1,0
1,Nexora Care - Riverside,2025-10-27,306,2025,10,284.0,260.0,251.0,256.0,-0.8660254037844386,0.5000000000000001,1,0
1,Nexora Care - Riverside,2025-11-03,255,2025,11,306.0,284.0,229.0,269.75,-0.5000000000000004,0.8660254037844384,1,0
1,Nexora Care - Riverside,2025-11-10,255,2025,11,255.0,306.0,260.0,276.25,-0.5000000000000004,0.8660254037844384,1,0
1,Nexora Care - Riverside,2025-11-17,293,2025,11,255.0,255.0,284.0,275.0,-0.5000000000000004,0.8660254037844384,1,1
1,Nexora Care - Riverside,2025-11-24,218,2025,11,293.0,255.0,306.0,277.25,-0.5000000000000004,0.8660254037844384,1,0
1,Nexora Care - Riverside,2025-12-01,362,2025,12,218.0,293.0,255.0,255.25,-2.4492935982947064e-16,1.0,1,0
1,Nexora Care - Riverside,2025-12-08,382,2025,12,362.0,218.0,255.0,282.0,-2.4492935982947064e-16,1.0,1,0
1,Nexora Care - Riverside,2025-12-15,348,2025,12,382.0,362.0,293.0,313.75,-2.4492935982947064e-16,1.0,1,0
1,Nexora Care - Riverside,2025-12-22,290,2025,12,348.0,382.0,218.0,327.5,-2.4492935982947064e-16,1.0,1,1
1,Nexora Care - Riverside,2025-12-29,148,2025,12,290.0,348.0,362.0,345.5,-2.4492935982947064e-16,1.0,1,0
2,Nexora Care - Lakeside,2024-01-29,538,2024,1,526.0,372.0,379.0,428.5,0.49999999999999994,0.8660254037844387,1,0
2,Nexora Care - Lakeside,2024-02-05,468,2024,2,538.0,526.0,437.0,468.25,0.8660254037844386,0.5000000000000001,1,0
2,Nexora Care - Lakeside,2024-02-12,476,2024,2,468.0,538.0,372.0,476.0,0.8660254037844386,0.5000000000000001,1,0
2,Nexora Care - Lakeside,2024-02-19,417,2024,2,476.0,468.0,526.0,502.0,0.8660254037844386,0.5000000000000001,1,0
2,Nexora Care - Lakeside,2024-02-26,465,2024,2,417.0,476.0,538.0,474.75,0.8660254037844386,0.5000000000000001,1,0
2,Nexora Care - Lakeside,2024-03-04,404,2024,3,465.0,417.0,468.0,456.5,1.0,6.123233995736766e-17,0,0
2,Nexora Care - Lakeside,2024-03-11,421,2024,3,404.0,465.0,476.0,440.5,1.0,6.123233995736766e-17,0,0
2,Nexora Care - Lakeside,2024-03-18,359,2024,3,421.0,404.0,417.0,426.75,1.0,6.123233995736766e-17,0,0
2,Nexora Care - Lakeside,2024-03-25,469,2024,3,359.0,421.0,465.0,412.25,1.0,6.123233995736766e-17,0,0
2,Nexora Care - Lakeside,2024-04-01,454,2024,4,469.0,359.0,404.0,413.25,0.8660254037844387,-0.4999999999999998,0,0
2,Nexora Care - Lakeside,2024-04-08,450,2024,4,454.0,469.0,421.0,425.75,0.8660254037844387,-0.4999999999999998,0,0
2,Nexora Care - Lakeside,2024-04-15,448,2024,4,450.0,454.0,359.0,433.0,0.8660254037844387,-0.4999999999999998,0,0
2,Nexora Care - Lakeside,2024-04-22,451,2024,4,448.0,450.0,469.0,455.25,0.8660254037844387,-0.4999999999999998,0,0
2,Nexora Care - Lakeside,2024-04-29,480,2024,4,451.0,448.0,454.0,450.75,0.8660254037844387,-0.4999999999999998,0,0
2,Nexora Care - Lakeside,2024-05-06,395,2024,5,480.0,451.0,450.0,457.25,0.49999999999999994,-0.8660254037844387,0,0
2,Nexora Care - Lakeside,2024-05-13,425,2024,5,395.0,480.0,448.0,443.5,0.49999999999999994,-0.8660254037844387,0,0
2,Nexora Care - Lakeside,2024-05-20,389,2024,5,425.0,395.0,451.0,437.75,0.49999999999999994,-0.8660254037844387,0,0
2,Nexora Care - Lakeside,2024-05-27,352,2024,5,389.0,425.0,480.0,422.25,0.49999999999999994,-0.8660254037844387,0,0
2,Nexora Care - Lakeside,2024-06-03,334,2024,6,352.0,389.0,395.0,390.25,1.2246467991473532e-16,-1.0,0,0
2,Nexora Care - Lakeside,2024-06-10,365,2024,6,334.0,352.0,425.0,375.0,1.2246467991473532e-16,-1.0,0,0
2,Nexora Care - Lakeside,2024-06-17,356,2024,6,365.0,334.0,389.0,360.0,1.2246467991473532e-16,-1.0,0,0
2,Nexora Care - Lakeside,2024-06-24,428,2024,6,356.0,365.0,352.0,351.75,1.2246467991473532e-16,-1.0,0,0
2,Nexora Care - Lakeside,2024-07-01,347,2024,7,428.0,356.0,334.0,370.75,-0.4999999999999997,-0.8660254037844388,0,0
2,Nexora Care - Lakeside,2024-07-08,385,2024,7,347.0,428.0,365.0,374.0,-0.4999999999999997,-0.8660254037844388,0,0
2,Nexora Care - Lakeside,2024-07-15,354,2024,7,385.0,347.0,356.0,379.0,-0.4999999999999997,-0.8660254037844388,0,0
2,Nexora Care - Lakeside,2024-07-22,442,2024,7,354.0,385.0,428.0,378.5,-0.4999999999999997,-0.8660254037844388,0,0
2,Nexora Care - Lakeside,2024-07-29,381,2024,7,442.0,354.0,347.0,382.0,-0.4999999999999997,-0.8660254037844388,0,0
2,Nexora Care - Lakeside,2024-08-05,384,2024,8,381.0,442.0,385.0,390.5,-0.8660254037844385,-0.5000000000000004,0,0
2,Nexora Care - Lakeside,2024-08-12,425,2024,8,384.0,381.0,354.0,390.25,-0.8660254037844385,-0.5000000000000004,0,0
2,Nexora Care - Lakeside,2024-08-19,422,2024,8,425.0,384.0,442.0,408.0,-0.8660254037844385,-0.5000000000000004,0,0
2,Nexora Care - Lakeside,2024-08-26,404,2024,8,422.0,425.0,381.0,403.0,-0.8660254037844385,-0.5000000000000004,0,0
2,Nexora Care - Lakeside,2024-09-02,384,2024,9,404.0,422.0,384.0,408.75,-1.0,-1.8369701987210297e-16,0,0
2,Nexora Care - Lakeside,2024-09-09,411,2024,9,384.0,404.0,425.0,408.75,-1.0,-1.8369701987210297e-16,0,0
2,Nexora Care - Lakeside,2024-09-16,396,2024,9,411.0,384.0,422.0,405.25,-1.0,-1.8369701987210297e-16,0,0
2,Nexora Care - Lakeside,2024-09-23,368,2024,9,396.0,411.0,404.0,398.75,-1.0,-1.8369701987210297e-16,0,0
2,Nexora Care - Lakeside,2024-09-30,428,2024,9,368.0,396.0,384.0,389.75,-1.0,-1.8369701987210297e-16,0,0
2,Nexora Care - Lakeside,2024-10-07,402,2024,10,428.0,368.0,411.0,400.75,-0.8660254037844386,0.5000000000000001,1,0
2,Nexora Care - Lakeside,2024-10-14,372,2024,10,402.0,428.0,396.0,398.5,-0.8660254037844386,0.5000000000000001,1,0
2,Nexora Care - Lakeside,2024-10-21,427,2024,10,372.0,402.0,368.0,392.5,-0.8660254037844386,0.5000000000000001,1,0
2,Nexora Care - Lakeside,2024-10-28,417,2024,10,427.0,372.0,428.0,407.25,-0.8660254037844386,0.5000000000000001,1,0
2,Nexora Care - Lakeside,2024-11-04,429,2024,11,417.0,427.0,402.0,404.5,-0.5000000000000004,0.8660254037844384,1,0
2,Nexora Care - Lakeside,2024-11-11,374,2024,11,429.0,417.0,372.0,411.25,-0.5000000000000004,0.8660254037844384,1,0
2,Nexora Care - Lakeside,2024-11-18,357,2024,11,374.0,429.0,427.0,411.75,-0.5000000000000004,0.8660254037844384,1,1
2,Nexora Care - Lakeside,2024-11-25,303,2024,11,357.0,374.0,417.0,394.25,-0.5000000000000004,0.8660254037844384,1,0
2,Nexora Care - Lakeside,2024-12-02,584,2024,12,303.0,357.0,429.0,365.75,-2.4492935982947064e-16,1.0,1,0
2,Nexora Care - Lakeside,2024-12-09,523,2024,12,584.0,303.0,374.0,404.5,-2.4492935982947064e-16,1.0,1,0
2,Nexora Care - Lakeside,2024-12-16,528,2024,12,523.0,584.0,357.0,441.75,-2.4492935982947064e-16,1.0,1,0
2,Nexora Care - Lakeside,2024-12-23,297,2024,12,528.0,523.0,303.0,484.5,-2.4492935982947064e-16,1.0,1,1
2,Nexora Care - Lakeside,2024-12-30,371,2024,12,297.0,528.0,584.0,483.0,-2.4492935982947064e-16,1.0,1,0
2,Nexora Care - Lakeside,2025-01-06,580,2025,1,371.0,297.0,523.0,429.75,0.49999999999999994,0.8660254037844387,1,0
2,Nexora Care - Lakeside,2025-01-13,499,2025,1,580.0,371.0,528.0,444.0,0.49999999999999994,0.8660254037844387,1,0
2,Nexora Care - Lakeside,2025-01-20,404,2025,1,499.0,580.0,297.0,436.75,0.49999999999999994,0.8660254037844387,1,0
2,Nexora Care - Lakeside,2025-01-27,488,2025,1,404.0,499.0,371.0,463.5,0.49999999999999994,0.8660254037844387,1,0
2,Nexora Care - Lakeside,2025-02-03,489,2025,2,488.0,404.0,580.0,492.75,0.8660254037844386,0.5000000000000001,1,0
2,Nexora Care - Lakeside,2025-02-10,609,2025,2,489.0,488.0,499.0,470.0,0.8660254037844386,0.5000000000000001,1,0
2,Nexora Care - Lakeside,2025-02-17,486,2025,2,609.0,489.0,404.0,497.5,0.8660254037844386,0.5000000000000001,1,0
2,Nexora Care - Lakeside,2025-02-24,512,2025,2,486.0,609.0,488.0,518.0,0.8660254037844386,0.5000000000000001,1,0
2,Nexora Care - Lakeside,2025-03-03,512,2025,3,512.0,486.0,489.0,524.0,1.0,6.123233995736766e-17,0,0
2,Nexora Care - Lakeside,2025-03-10,499,2025,3,512.0,512.0,609.0,529.75,1.0,6.123233995736766e-17,0,0
2,Nexora Care - Lakeside,2025-03-17,481,2025,3,499.0,512.0,486.0,502.25,1.0,6.123233995736766e-17,0,0
2,Nexora Care - Lakeside,2025-03-24,460,2025,3,481.0,499.0,512.0,501.0,1.0,6.123233995736766e-17,0,0
2,Nexora Care - Lakeside,2025-03-31,444,2025,3,460.0,481.0,512.0,488.0,1.0,6.123233995736766e-17,0,0
2,Nexora Care - Lakeside,2025-04-07,453,2025,4,444.0,460.0,499.0,471.0,0.8660254037844387,-0.4999999999999998,0,0
2,Nexora Care - Lakeside,2025-04-14,471,2025,4,453.0,444.0,481.0,459.5,0.8660254037844387,-0.4999999999999998,0,0
2,Nexora Care - Lakeside,2025-04-21,513,2025,4,471.0,453.0,460.0,457.0,0.8660254037844387,-0.4999999999999998,0,0
2,Nexora Care - Lakeside,2025-04-28,507,2025,4,513.0,471.0,444.0,470.25,0.8660254037844387,-0.4999999999999998,0,0
2,Nexora Care - Lakeside,2025-05-05,446,2025,5,507.0,513.0,453.0,486.0,0.49999999999999994,-0.8660254037844387,0,0
2,Nexora Care - Lakeside,2025-05-12,417,2025,5,446.0,507.0,471.0,484.25,0.49999999999999994,-0.8660254037844387,0,0
2,Nexora Care - Lakeside,2025-05-19,473,2025,5,417.0,446.0,513.0,470.75,0.49999999999999994,-0.8660254037844387,0,0
2,Nexora Care - Lakeside,2025-05-26,479,2025,5,473.0,417.0,507.0,460.75,0.49999999999999994,-0.8660254037844387,0,0
2,Nexora Care - Lakeside,2025-06-02,441,2025,6,479.0,473.0,446.0,453.75,1.2246467991473532e-16,-1.0,0,0
2,Nexora Care - Lakeside,2025-06-09,413,2025,6,441.0,479.0,417.0,452.5,1.2246467991473532e-16,-1.0,0,0
2,Nexora Care - Lakeside,2025-06-16,347,2025,6,413.0,441.0,473.0,451.5,1.2246467991473532e-16,-1.0,0,0
2,Nexora Care - Lakeside,2025-06-23,429,2025,6,347.0,413.0,479.0,420.0,1.2246467991473532e-16,-1.0,0,0
2,Nexora Care - Lakeside,2025-06-30,429,2025,6,429.0,347.0,441.0,407.5,1.2246467991473532e-16,-1.0,0,0
2,Nexora Care - Lakeside,2025-07-07,398,2025,7,429.0,429.0,413.0,404.5,-0.4999999999999997,-0.8660254037844388,0,0
2,Nexora Care - Lakeside,2025-07-14,379,2025,7,398.0,429.0,347.0,400.75,-0.4999999999999997,-0.8660254037844388,0,0
2,Nexora Care - Lakeside,2025-07-21,352,2025,7,379.0,398.0,429.0,408.75,-0.4999999999999997,-0.8660254037844388,0,0
2,Nexora Care - Lakeside,2025-07-28,376,2025,7,352.0,379.0,429.0,389.5,-0.4999999999999997,-0.8660254037844388,0,0
2,Nexora Care - Lakeside,2025-08-04,423,2025,8,376.0,352.0,398.0,376.25,-0.8660254037844385,-0.5000000000000004,0,0
2,Nexora Care - Lakeside,2025-08-11,494,2025,8,423.0,376.0,379.0,382.5,-0.8660254037844385,-0.5000000000000004,0,0
2,Nexora Care - Lakeside,2025-08-18,492,2025,8,494.0,423.0,352.0,411.25,-0.8660254037844385,-0.5000000000000004,0,0
2,Nexora Care - Lakeside,2025-08-25,482,2025,8,492.0,494.0,376.0,446.25,-0.8660254037844385,-0.5000000000000004,0,0
2,Nexora Care - Lakeside,2025-09-01,481,2025,9,482.0,492.0,423.0,472.75,-1.0,-1.8369701987210297e-16,0,0
2,Nexora Care - Lakeside,2025-09-08,496,2025,9,481.0,482.0,494.0,487.25,-1.0,-1.8369701987210297e-16,0,0
2,Nexora Care - Lakeside,2025-09-15,428,2025,9,496.0,481.0,492.0,487.75,-1.0,-1.8369701987210297e-16,0,0
2,Nexora Care - Lakeside,2025-09-22,473,2025,9,428.0,496.0,482.0,471.75,-1.0,-1.8369701987210297e-16,0,0
2,Nexora Care - Lakeside,2025-09-29,412,2025,9,473.0,428.0,481.0,469.5,-1.0,-1.8369701987210297e-16,0,0
2,Nexora Care - Lakeside,2025-10-06,478,2025,10,412.0,473.0,496.0,452.25,-0.8660254037844386,0.5000000000000001,1,0
2,Nexora Care - Lakeside,2025-10-13,457,2025,10,478.0,412.0,428.0,447.75,-0.8660254037844386,0.5000000000000001,1,0
2,Nexora Care - Lakeside,2025-10-20,462,2025,10,457.0,478.0,473.0,455.0,-0.8660254037844386,0.5000000000000001,1,0
2,Nexora Care - Lakeside,2025-10-27,468,2025,10,462.0,457.0,412.0,452.25,-0.8660254037844386,0.5000000000000001,1,0
2,Nexora Care - Lakeside,2025-11-03,445,2025,11,468.0,462.0,478.0,466.25,-0.5000000000000004,0.8660254037844384,1,0
2,Nexora Care - Lakeside,2025-11-10,339,2025,11,445.0,468.0,457.0,458.0,-0.5000000000000004,0.8660254037844384,1,0
2,Nexora Care - Lakeside,2025-11-17,489,2025,11,339.0,445.0,462.0,428.5,-0.5000000000000004,0.8660254037844384,1,1
2,Nexora Care - Lakeside,2025-11-24,322,2025,11,489.0,339.0,468.0,435.25,-0.5000000000000004,0.8660254037844384,1,0
2,Nexora Care - Lakeside,2025-12-01,543,2025,12,322.0,489.0,445.0,398.75,-2.4492935982947064e-16,1.0,1,0
2,Nexora Care - Lakeside,2025-12-08,595,2025,12,543.0,322.0,339.0,423.25,-2.4492935982947064e-16,1.0,1,0
2,Nexora Care - Lakeside,2025-12-15,494,2025,12,595.0,543.0,489.0,487.25,-2.4492935982947064e-16,1.0,1,0
2,Nexora Care - Lakeside,2025-12-22,411,2025,12,494.0,595.0,322.0,488.5,-2.4492935982947064e-16,1.0,1,1
2,Nexora Care - Lakeside,2025-12-29,238,2025,12,411.0,494.0,543.0,510.75,-2.4492935982947064e-16,1.0,1,0
3,Nexora Care - Downtown Express,2024-01-29,196,2024,1,174.0,196.0,151.0,185.0,0.49999999999999994,0.8660254037844387,1,0
3,Nexora Care - Downtown Express,2024-02-05,221,2024,2,196.0,174.0,219.0,196.25,0.8660254037844386,0.5000000000000001,1,0
3,Nexora Care - Downtown Express,2024-02-12,189,2024,2,221.0,196.0,196.0,196.75,0.8660254037844386,0.5000000000000001,1,0
3,Nexora Care - Downtown Express,2024-02-19,182,2024,2,189.0,221.0,174.0,195.0,0.8660254037844386,0.5000000000000001,1,0
