ClinicID,ClinicName,WeekStart,TotalScheduled,Year,Month
4,Nexora Care - Hillcrest,2024-07-29,291,2024,7
4,Nexora Care - Hillcrest,2024-08-05,338,2024,8
4,Nexora Care - Hillcrest,2024-08-12,357,2024,8
4,Nexora Care - Hillcrest,2024-08-19,308,2024,8
4,Nexora Care - Hillcrest,2024-08-26,313,2024,8
4,Nexora Care - Hillcrest,2024-09-02,318,2024,9
4,Nexora Care - Hillcrest,2024-09-09,312,2024,9
4,Nexora Care - Hillcrest,2024-09-16,323,2024,9
4,Nexora Care - Hillcrest,2024-09-23,271,2024,9
4,Nexora Care - Hillcrest,2024-09-30,313,2024,9
4,Nexora Care - Hillcrest,2024-10-07,332,2024,10
4,Nexora Care - Hillcrest,2024-10-14,374,2024,10
4,Nexora Care - Hillcrest,2024-10-21,320,2024,10
4,Nexora Care - Hillcrest,2024-10-28,320,2024,10
4,Nexora Care - Hillcrest,2024-11-04,337,2024,11
4,Nexora Care - Hillcrest,2024-11-11,271,2024,11
4,Nexora Care - Hillcrest,2024-11-18,330,2024,11
4,Nexora Care - Hillcrest,2024-11-25,195,2024,11
4,Nexora Care - Hillcrest,2024-12-02,412,2024,12
4,Nexora Care - Hillcrest,2024-12-09,405,2024,12
4,Nexora Care - Hillcrest,2024-12-16,440,2024,12
4,Nexora Care - Hillcrest,2024-12-23,272,2024,12
4,Nexora Care - Hillcrest,2024-12-30,285,2024,12
4,Nexora Care - Hillcrest,2025-01-06,482,2025,1
4,Nexora Care - Hillcrest,2025-01-13,528,2025,1
4,Nexora Care - Hillcrest,2025-01-20,406,2025,1
4,Nexora Care - Hillcrest,2025-01-27,387,2025,1
4,Nexora Care - Hillcrest,2025-02-03,418,2025,2
4,Nexora Care - Hillcrest,2025-02-10,440,2025,2
4,Nexora Care - Hillcrest,2025-02-17,397,2025,2
4,Nexora Care - Hillcrest,2025-02-24,421,2025,2
4,Nexora Care - Hillcrest,2025-03-03,385,2025,3
4,Nexora Care - Hillcrest,2025-03-10,408,2025,3
4,Nexora Care - Hillcrest,2025-03-17,362,2025,3
4,Nexora Care - Hillcrest,2025-03-24,356,2025,3
4,Nexora Care - Hillcrest,2025-03-31,445,2025,3
4,Nexora Care - Hillcrest,2025-04-07,376,2025,4
4,Nexora Care - Hillcrest,2025-04-14,449,2025,4
4,Nexora Care - Hillcrest,2025-04-21,386,2025,4
4,Nexora Care - Hillcrest,2025-04-28,390,2025,4
4,Nexora Care - Hillcrest,2025-05-05,393,2025,5
4,Nexora Care - Hillcrest,2025-05-12,408,2025,5
4,Nexora Care - Hillcrest,2025-05-19,375,2025,5
4,Nexora Care - Hillcrest,2025-05-26,356,2025,5
4,Nexora Care - Hillcrest,2025-06-02,398,2025,6
4,Nexora Care - Hillcrest,2025-06-09,413,2025,6
4,Nexora Care - Hillcrest,2025-06-16,355,2025,6
4,Nexora Care - Hillcrest,2025-06-23,415,2025,6
4,Nexora Care - Hillcrest,2025-06-30,325,2025,6
4,Nexora Care - Hillcrest,2025-07-07,367,2025,7
4,Nexora Care - Hillcrest,2025-07-14,408,2025,7
4,Nexora Care - Hillcrest,2025-07-21,338,2025,7
4,Nexora Care - Hillcrest,2025-07-28,391,2025,7
4,Nexora Care - Hillcrest,2025-08-04,330,2025,8
4,Nexora Care - Hillcrest,2025-08-11,359,2025,8
4,Nexora Care - Hillcrest,2025-08-18,421,2025,8
4,Nexora Care - Hillcrest,2025-08-25,365,2025,8
4,Nexora Care - Hillcrest,2025-09-01,369,2025,9
4,Nexora Care - Hillcrest,2025-09-08,408,2025,9
4,Nexora Care - Hillcrest,2025-09-15,358,2025,9
4,Nexora Care - Hillcrest,2025-09-22,430,2025,9
4,Nexora Care - Hillcrest,2025-09-29,361,2025,9
4,Nexora Care - Hillcrest,2025-10-06,384,2025,10
4,Nexora Care - Hillcrest,2025-10-13,364,2025,10
4,Nexora Care - Hillcrest,2025-10-20,404,2025,10
4,Nexora Care - Hillcrest,2025-10-27,364,2025,10
4,Nexora Care - Hillcrest,2025-11-03,399,2025,11
4,Nexora Care - Hillcrest,2025-11-10,373,2025,11
4,Nexora Care - Hillcrest,2025-11-17,420,2025,11
4,Nexora Care - Hillcrest,2025-11-24,321,2025,11
4,Nexora Care - Hillcrest,2025-12-01,484,2025,12
4,Nexora Care - Hillcrest,2025-12-08,505,2025,12
4,Nexora Care - Hillcrest,2025-12-15,541,2025,12
4,Nexora Care - Hillcrest,2025-12-22,336,2025,12
4,Nexora Care - Hillcrest,2025-12-29,211,2025,12
